barcode	name	calories	protein	carbs	fat	source
0076406021604	Guava Nectar	42	0	10.5	0	nutrition.aggregated_set
0076406021802	Mango Nectar	45	0	11	0	nutrition.aggregated_set
0076406023103	Strawberry-Banana Nectar	72	0	17.5	0	nutrition.aggregated_set
0076808000221	Tortellini Three Cheese	375	14.3	58.9	12.5	nutrition.aggregated_set
0076808003888	Gluten Free Spaghetti	339	7.1	0	1.8	nutrition.aggregated_set
0076808006254	Fettuccine	339	12.5	75	1.8	nutrition.aggregated_set
0076808280081	Spaghetti n.5	357	12.5	75	1.8	nutrition.aggregated_set
0076808501063	Angel hair	357	12.5	75	1.8	nutrition.aggregated_set
0076808501087	Farfalle	357	12.5	75	1.8	nutrition.aggregated_set
0076840600021	Cookie Dough	230	3.5	26	13	nutrition.aggregated_set
0076840620036	Half Baked	262	4.1	32	13	nutrition.aggregated_set
0076850099013	Whole milk	64	3.4	5.1	3.4	nutrition.aggregated_set
0077330203111	Ripensa of Denmark Butter and Chocolate Chip Cookies	506	5.3	65	25	nutrition.aggregated_set
0077521273312	Yeo's Satay Sauce	219	5	15	14.8	nutrition.aggregated_set
0077521273497	Asia - Szechuan Kung Po Sauce	120	0.9	21.3	3.1	nutrition.aggregated_set
0077521941013	100% Sesam Öl	819	0	1	91	nutrition.aggregated_set
0077544000506	Osem : Consomme	250	12.5	62.5	0	nutrition.aggregated_set
0077885710614	Salsa picante hot sauce	0	0	0	0	nutrition.aggregated_set
0077975022269	Pretzel Pieces Honey Mustard & Onion	492	8.6	60.6	23.3	nutrition.aggregated_set
0077975080047	Sourdough Nibbler Pretzels	393	10.7	82.1	1.8	nutrition.aggregated_set
0077975091524	pretzels Salted Caramel	490	6.4	57.4	25.6	nutrition.aggregated_set
0077975092712	Itty Bitty Minis Pretzels	393	10.7	82.1	1.8	nutrition.aggregated_set
0077975503485	Pretzel Pieces - Cheddar Cheese	517	8.5	58.2	27.3	nutrition.aggregated_set
0077975529324	Snyder's of Hanover Pretzel Pieces Jalapeno	475	8.5	60.1	23	nutrition.aggregated_set
0078742020624	Broth, chicken	4	0.4	0	0	nutrition.aggregated_set
0078742048369	Ranchdressing	433	0	3.3	46.7	nutrition.aggregated_set
0078742088587	Buttermilk Waffles	285	6.2	40.9	10.8	nutrition.aggregated_set
0078742110684	Sweet Peas	56	2.4	8.8	0	nutrition.aggregated_set
0078742122953	Chicken Nuggets	267	13.2	14.5	15.8	nutrition.aggregated_set
0078895120509	Lee kum kee, teriyaki sauce	148	3.7	37	0	nutrition.aggregated_set
0078895123005	Lkk plum sauce	248	0.5	60	0.7	nutrition.aggregated_set
0078895124095	Peking duck sauce	248	2.6	43	6.4	nutrition.aggregated_set
0078895126389	Premium dark soy sauce	167	0	33.3	0	nutrition.aggregated_set
0078895126396	Premium Soy Sauce	92	7.7	14	0.5	nutrition.aggregated_set
0078895138313	Sichuan Spicy Noodle Sauce	243	6.4	16	16	nutrition.aggregated_set
0078895140927	Sweet Hoisin Sauce	211	1.3	48	1.5	nutrition.aggregated_set
0078895141849	Kee Chiu Chow Chilli Oil	676	3.3	5	70	nutrition.aggregated_set
0078895144598	Scharfe Knoblauch-Sauce	111	2.8	18	2.5	nutrition.aggregated_set
0078895147148	Light Soy Sauce 250ML	120	7.1	23	0.5	nutrition.aggregated_set
0078895147186	Asia - LKK Sichuan Chilli Douban Sauce	239	2.9	11.4	21.2	nutrition.aggregated_set
0078895300031	Panda Brand Oyster Sauce	105	0	26.3	0	nutrition.aggregated_set
0078895700022	Lee Kum Kee Hoisin Sauce 397g	227	1.6	52.3	2	nutrition.aggregated_set
0078895720051	Lkk Sweet & sour sauce 240g	176	0.5	43	0.5	nutrition.aggregated_set
0078895731033	Chili Bean Sauce	83	0	16.7	0	nutrition.aggregated_set
0078895733563	Chiliöl	867	0	0	93.3	nutrition.aggregated_set
0078895740035	Lee Kum Kee Char Siu Sauce 397g 4.50€ 1kg 11.34€	252	0.9	60	0.9	nutrition.aggregated_set
0078895760026	Black Bean Garlic Sauce	160	8.9	14	6.8	nutrition.aggregated_set
0078895761566	Lee kum kee, black bean sauce	163	8	15	7.6	nutrition.aggregated_set
0078895941609	Lee Kum Kee Black pepper sauce 350g 3,49 € Inhalt: 0,35 Kilogramm (9,97 € / Kilogramm)	128	4.1	22	2.2	nutrition.aggregated_set
00741316	Rich Tea Biscuits	448	7.3	71.9	14.6	nutrition.aggregated_set
00764001	Roasted&salted large peanuts	631	26.2	4.6	54.6	nutrition.aggregated_set
0080000495433	Starkist Lunch to Go Tuna	203	19	22	10	nutrition.aggregated_set
0080480280017	Grey goose original	230	0	56.4	0	nutrition.aggregated_set
0080487001325	Vegetarischer Schinken Spicker Salat Budapester	232	3	10	20	nutrition.aggregated_set
0081100004785	Leerdammer Léger	262	29.5	0.1	16	nutrition.aggregated_set
0081652083016	Buchweizennudeln	356	10.4	75.9	1.7	nutrition.aggregated_set
0081652083023	Soba Nudeln	341	11.3	72.5	1.4	nutrition.aggregated_set
0084000009508	Kidney Bohnen	110	7.6	15	0.6	nutrition.aggregated_set
0084253334105	Biologischer un rein pflanzlicher Reisdrink	50	0.1	9.9	1.1	nutrition.aggregated_set
0084909000385	Reisflocken 227 G = Reisplatten Grosse Reisnudeln	160	2	38	0	nutrition.aggregated_set
0084909000507	Tamarinde	259	3.1	57	0.6	nutrition.aggregated_set
0084909000774	Reismehl	350	5.9	79	1	nutrition.aggregated_set
0084909000781	Klebreismehl	349	6.3	81	0	nutrition.aggregated_set
0084909000798	Tapiokastärke	353	0.6	85	1	nutrition.aggregated_set
0084909001238	Tom Yum / Instant hot and sour paste	315	3.8	9.3	27	nutrition.aggregated_set
0084909001375	Schwarze Bohnen	321	24	52	0	nutrition.aggregated_set
0084909001641	Shrimps Chili Paste	349	6.8	47	14	nutrition.aggregated_set
0084909001917	Sesam Schwarz 454 G Sesamkörner	531	20	0	39	nutrition.aggregated_set
0084909001924	Panang Currypaste	120	3.3	12	6.4	nutrition.aggregated_set
0084909001948	Massaman Currypaste	115	3.6	12	4.6	nutrition.aggregated_set
0084909002198	Red Curry Paste	134	4.2	13	6.1	nutrition.aggregated_set
0084909002327	Rote Curry Paste	134	4.2	13	6.1	nutrition.aggregated_set
0084909002341	Rote Currypaste	122	3.6	12	5.5	nutrition.aggregated_set
0084909002358	Gelbe Currypaste	126	2.6	15	4.5	nutrition.aggregated_set
0084909002365	Grüne Currypaste	133	2	20	6.7	nutrition.aggregated_set
0084909002778	Namya Currypaste	115	1.8	12	5.2	nutrition.aggregated_set
0084909002983	Pickled Red Chilli Whole	61	3.6	4.2	1.3	nutrition.aggregated_set
0084909003904	Palmzucker	375	0	100	0	nutrition.aggregated_set
0084909003911	Tamarind Konzentrat 450ML	56	0.7	11	0	nutrition.aggregated_set
0084909004147	Black Sesame Seed	596	21	6	52	nutrition.aggregated_set
0084909005458	Palm Sugar	364	0	91	0	nutrition.aggregated_set
0084909005465	Grüne Curry Paste	116	2.7	10	6.4	nutrition.aggregated_set
0084909009005	Masaman Curry Paste	115	3.6	12	4.6	nutrition.aggregated_set
0084909011749	Currypaste Panang	123	3.4	11	6.2	nutrition.aggregated_set
0084909023049	Süße Chilisauce für Huhn (Pikant)	217	0.8	50	1.2	nutrition.aggregated_set
0084909103154	Cumbawa en feuilles	98	4.6	13	1.6	nutrition.aggregated_set
0084909302267	Rice Stick M Cock	357	7.1	80	0.8	nutrition.aggregated_set
0084909900098	Sauce de Poisson	200	20	20	0	nutrition.aggregated_set
0084909900630	Instant Sour Spicy Coconut Paste	137	2.5	29	1.2	nutrition.aggregated_set
0084909901149	Gingembre Vinaigre 454G	5	0	0.6	0	nutrition.aggregated_set
0085696608037	Silken Tofu Soft imp	53	4.7	1.2	2.4	nutrition.aggregated_set
0085696608044	Mori-nu Silken Tofu Firm	56	7.1	0.6	2.6	nutrition.aggregated_set
0087000006478	Jamaica Rum 73%	256	0	0	0	nutrition.aggregated_set
0087666052819	Nhan con ngong bay	178	2.2	35	2.1	nutrition.aggregated_set
0087666052970	Sriracha Superscharfe Chilisauce	180	2.2	35	2.1	nutrition.aggregated_set
0087666053021	Sweet Chili Sauce	220	1.5	53	0	nutrition.aggregated_set
0087666053038	Süß sauer scharfe Sauce	217	1	52	0	nutrition.aggregated_set
0087666053069	Sriracha Chilisauce Extra Scharf 730 ML Flying Goose Rot	178	2.2	35	2.1	nutrition.aggregated_set
0087703012684	Sukina Orientalische Nudeln	358	10.1	76.8	1.6	nutrition.aggregated_set
0087703023482	Wang korea, korean beef b.b.q. sauce	125	1.9	31.7	0	nutrition.aggregated_set
0087703164772	Red Bean Paste	215	2.3	48.5	1.2	nutrition.aggregated_set
0088313261585	Ducal Refried Black Beans	131	5.4	15.4	6.2	nutrition.aggregated_set
0088702015607	Strawberry preserve	250	0.4	59	0.1	nutrition.aggregated_set
0089382113416	Habanero Popcorn	450	9	59	22	nutrition.aggregated_set
0089686170085	Instant Noodles	469	9.6	65	18	nutrition.aggregated_set
0089686170108	nudells	454	10.6	66.9	15.3	nutrition.aggregated_set
0089686170139	Instant Noodles Shrimp Flavour	437	10.6	68.7	12.7	nutrition.aggregated_set
0093966000337	Half & half	133	1.7	3.3	11.7	nutrition.aggregated_set
0093966513004	Ultra Pasteurized Whole Milk	63	3.3	5	3.3	nutrition.aggregated_set
0096619111121	Red Salsa	10	0	2	0	nutrition.aggregated_set
0096619181674	European cookies with belgian chocolate	500	5.6	61.1	25	nutrition.aggregated_set
0096619508211	Protein Bar - Brownie	317	35	36.7	10	nutrition.aggregated_set
0096619615223	Whole dried blueberries	325	2.5	75	1.3	nutrition.aggregated_set
0097069110511	Big classic mandel	339	5.4	29.4	22	nutrition.aggregated_set
0097069110733	Walnuss	292	4.3	26.7	18.6	nutrition.aggregated_set
0097069110740	Big Exotic	159	1.5	27	4.8	nutrition.aggregated_set
0097339000054	Salsa Valentina	40	2	2	2	nutrition.aggregated_set
00952248	Organic Concord Grape Jelly	250	0	65	0	nutrition.aggregated_set
00994897	Schwäbische Linsen	316	2.7	60.5	6.4	nutrition.aggregated_set
01006063	Madagascan Vanilla Yogurt	133	2.6	15.7	6.6	nutrition.aggregated_set
0121969017844	Pizza &quot;con rucola e pollo&quot;	196	8.5	27	5.6	nutrition.aggregated_set
0123456789012	Rinderfilet	53	10.6	2.9	0	nutrition.aggregated_set
0124500007908	Yogurette	567	4.8	56.8	35.6	nutrition.aggregated_set
01217148	Salted Pretzels	391	11	76	4	nutrition.aggregated_set
01225990	Mature British Cheddar Slices	417	25.4	0.5	34.9	nutrition.aggregated_set
0130270018952	Weihnachtsmann	562	8.1	52	35.5	nutrition.aggregated_set
01342444	Pfeffergurken	36	0.4	7.4	0.1	nutrition.aggregated_set
01431810	Lemon curd West Country Yogurt	153	3.2	19.1	8.5	nutrition.aggregated_set
01461747	Wasa Vollkorn	334	9	60	2	nutrition.aggregated_set
01494112	Tomaten Mark 2-fach konzentriert	92	4.5	17	0.5	nutrition.aggregated_set
01984811	Nature joghurt	76	4	6	4	nutrition.aggregated_set
0200024012052	Strawberry balls	365	0	81	5	nutrition.aggregated_set
0200024012175	Lakridsknapper	349	0.1	87	0.1	nutrition.aggregated_set
0200024012199	Liquorice diamonds	334	10	73	0.2	nutrition.aggregated_set
0200024016760	Snack with garlic and chilli	443	9.2	69	14	nutrition.aggregated_set
0200024018085	Belgiske Trøfler	562	3.8	49	38	nutrition.aggregated_set
02017887	Apfelmus	68	0.3	15.8	0.4	nutrition.aggregated_set
02555218	Kalinka fettarmer Kefir mild	46	3.5	4.1	1.5	nutrition.aggregated_set
0281369115066	Kap Seehecht-Rückenfilet, naturbelassen	66	14.7	0.1	0.6	nutrition.aggregated_set
0281569002487	Tagliatelles mit Lachs	151	5.6	13.3	8.2	nutrition.aggregated_set
0281569007574	Rahmspinat	52	2.2	2.5	3.3	nutrition.aggregated_set
0281569017627	Thai gemüse curry	69	2.2	5.2	4	nutrition.aggregated_set
0299904007752	Pancake & Waffle Mix Lemon Blueberry	201	6	42	1	nutrition.aggregated_set
0328069006918	Süßkartoffel-Pommes	162	2	24	5.7	nutrition.aggregated_set
0328069068572	Pancake	306	6.8	36	14.4	nutrition.aggregated_set
03227139	Delhaize Haferflocken	361	13.8	55.8	6.7	nutrition.aggregated_set
0330669117055	Süßkartoffel Nuggets	202	2.1	21.1	11.4	nutrition.aggregated_set
03303810	Spaghetti	294	9.6	60	1.2	nutrition.input_sets[0]
03989951	Lasagne	360	12	73	1.5	nutrition.aggregated_set
04181937	Concord grape jelly, concord grape	1250	0	325	0	nutrition.aggregated_set
0540100002851	Bananes	91	1.1	19.7	0.3	nutrition.aggregated_set
05621310	Reissirup-Aufstrich	426	0.7	54.6	18	nutrition.aggregated_set
0580533009454	Reblochon von Savoyen	224	20	0	16	nutrition.aggregated_set
05912003	Mango tk	66	0.5	14.2	0	nutrition.aggregated_set
0607279240290	Lotte custard cream cake	440	4.3	52.2	26.1	nutrition.aggregated_set
06058409	Uludağ gazoz	36	0	9.1	0	nutrition.aggregated_set
0612322000127	Super seeded Oatcakes	93	12	50	21	nutrition.aggregated_set
0613008715267	Arizona Green Tea with Ginseng and Honey	25	0	6.5	0	nutrition.aggregated_set
0613008730734	Original Grüntee mit Honig	19	0	5	0	nutrition.aggregated_set
0613008730772	Blueberry white tea	20	0	5.2	0	nutrition.aggregated_set
0613008736194	Original Green tea with honey	19	0	5	0	nutrition.aggregated_set
0613008739058	Mucho Mango	23	0	5.6	0	nutrition.aggregated_set
0613008739089	Cowboy Cocktail Watermelon	22	0	5.3	0	nutrition.aggregated_set
0623695000157	Orange Blossom Water	0	0	0	0	nutrition.aggregated_set
0623695000256	Rose Water	0	0	0	0	nutrition.aggregated_set
0627933026558	Mutant Mass Shake	393	20	72.9	2.1	nutrition.aggregated_set
0628055080015	Gingo: ginger + zitrone	46	0	11.3	0	nutrition.aggregated_set
06280895	Favorit les spécialités Waldbeeren	221	0.9	52	0.5	nutrition.aggregated_set
0637793000902	Seville Orange Marmalade	269	0.3	67	0	nutrition.aggregated_set
0637793000957	Orange Marmalade with Whisky	277	0.3	67.2	0	nutrition.aggregated_set
0637793001039	Ginger Preserve	274	0	68.5	0	nutrition.aggregated_set
0658564973379	Flamingo Vanilla Chai Decaffeinated	389	5.6	44.4	22.2	nutrition.aggregated_set
0660805000225	Cantucci d'Abruzzo al Cioccolato	418	8.4	74.3	9.9	nutrition.aggregated_set
0660805000812	Amaretti	467	13.3	46.7	26.7	nutrition.aggregated_set
0667803000905	PG Tips	0	0	0	0	nutrition.aggregated_set
0678542432094	Whey Protein aus Molke Vanilla	389	78.1	8.8	4.6	nutrition.aggregated_set
0680275029267	Thé Blanc biologique	0	0	0	0	nutrition.aggregated_set
0680275036173	Rooibos - Kakao & Vanille	0	0	0	0	nutrition.aggregated_set
0705599011313	Frontier flapjack & waffle mix	333	9.6	68.6	1.5	nutrition.aggregated_set
0705599011610	POWER CAKES FLAPJACK & WAFFLE MIX	349	23.8	58.7	4	nutrition.aggregated_set
0705599011627	Kodiak Buttermilk Flapjack & Waffle Mix	349	23.8	58.7	4	nutrition.aggregated_set
0708360240509	Haday Superior Dark Soy Sauce	150	9.6	28	0	nutrition.aggregated_set
0708747151930	MEGA OMEGA	467	10	53.3	26.7	nutrition.aggregated_set
0710282429320	Maple Syrup	367	0	90	0	nutrition.aggregated_set
0711381317501	Sweet Honey Mustard	286	0	57.1	0	nutrition.aggregated_set
0712569013680	Hähnchen-Filetsteaks	109	20	1.5	2.5	nutrition.aggregated_set
0716221056251	Mangoes Dried	375	2.5	87.5	0	nutrition.aggregated_set
07110715	Chia-Samen Natur	443	21	4.5	31	nutrition.aggregated_set
0720516010552	Orgran No egg egg replacer	313	0.2	70.5	0.3	nutrition.aggregated_set
0720516010712	Pancake mix	347	8	74.7	1.9	nutrition.aggregated_set
0722001041621	Coconut Patties - Classic Original	395	2.6	65.8	15.8	nutrition.aggregated_set
0722252130082	Crunchy Peanut Butter	403	16	59	10.5	nutrition.aggregated_set
0722252601414	Proteinriegel	426	29.4	44.1	16.2	nutrition.aggregated_set
0727452104048	La morena, refried bayo beans	168	5.3	16	9.2	nutrition.aggregated_set
0728119098441	Basil pesto alla genovese	90	1	2	8	nutrition.aggregated_set
0728229123811	Real Vegetable Chips Mediterranean Herbs & Spices	579	3.9	59	35	nutrition.aggregated_set
0733411000078	Ground Espresso Coffee	397	14.4	40.2	15.4	nutrition.aggregated_set
0734756000082	Barbecue Sauce mit Hickory Raucharoma & Bourbon	132	0	29.4	0	nutrition.aggregated_set
0734756002086	Stubb's, liquid smoke, hickory	34	0	7.6	0	nutrition.aggregated_set
0736211362315	Fish Sauce 40°N	80	21.3	0	0	nutrition.aggregated_set
0736211605382	Fish Sauce	108	28	0.5	0.5	nutrition.aggregated_set
0737069792637	Bio Kokosöl Nativ Extra	900	0	0	100	nutrition.aggregated_set
0737628025251	Stir fry rice noodles	357	7.1	80.4	0.9	nutrition.aggregated_set
0737925217069	Sauerkirsche Sanddorn Marmelade	129	0.5	29.5	0.6	nutrition.aggregated_set
0743639000224	BBQ Sauce, Sweet 'n Spicy	217	1.4	50.8	0.3	nutrition.aggregated_set
0745092000933	Gourmet Jelly Beans	371	0	91	0	nutrition.aggregated_set
0747627005109	Lizano Salsa, 4.5 Oz	25	0	6	0	nutrition.aggregated_set
07491290	Freche Freunde 100% Erdbeere	272	7.7	51.4	3.7	nutrition.aggregated_set
0754185525888	Klar Mineralwasser	0	0	0	0	nutrition.aggregated_set
0782733000020	Organic Original Madras Lentils	98	3.9	12.3	3.9	nutrition.aggregated_set
0786560557016	Met Rx Super Cookie Crunch	420	32	42	14	nutrition.aggregated_set
0787692834648	Lenny & Lerry‘s Lemon Poppy Seed	386	14	61.4	10.5	nutrition.aggregated_set
0789654167511	Sesamöl	900	0	0	100	nutrition.aggregated_set
0793573956217	wow!bab sizilianische Zitrone	415	6.7	66	12.7	nutrition.aggregated_set
0796762781225	Varga’s Best Seasoning	0	0	1	0	nutrition.aggregated_set
0799210434049	Organic Elbows	368	7.9	63.6	2.1	nutrition.aggregated_set
0807176706367	Seaweed Snacks Wasabi Flavour	598	19.6	25.7	46.8	nutrition.aggregated_set
0807176706442	CRISPY SEAWEED SNACKS SESAME	669	20	22	54	nutrition.aggregated_set
0807176709122	Koreanische Pfannkuchen	375	7.5	80	5	nutrition.aggregated_set
0813047020036	The Protein Ball Coconut+ Macadamia	380	22.2	45.6	13.3	nutrition.aggregated_set
0813427001037	Perfect peach	16	0.1	4.5	0	nutrition.aggregated_set
0814784022000	Warrior blend	360	68	12	0	nutrition.aggregated_set
0816387000058	Plantain Chips	546	2	62	32	nutrition.aggregated_set
0818928000282	Di Martino Paccheri	358	14	72.5	1.5	nutrition.aggregated_set
08112133	Grana Padano gerieben	393	33	0	29	nutrition.aggregated_set
0829696002217	No salt added roasted chicken breast	106	19	0	2.5	nutrition.aggregated_set
08212672	Geflügel Wiener	227	13	1	19	nutrition.aggregated_set
0830028001501	Pür gum	5	0	2	0	nutrition.aggregated_set
0836069006697	Schupfnudeln 669	174	5.1	34.4	1.3	nutrition.aggregated_set
0836069006703	Original Schwäbische Spätzle	179	8.1	32.7	1.4	nutrition.aggregated_set
0836069012704	Chinesische Bratnudeln	108	3.1	16.5	2.8	nutrition.aggregated_set
0837328000005	Udon noodles	87	8	71.9	1.2	nutrition.aggregated_set
0837328000012	organic some noodles	349	10.5	71.2	1.2	nutrition.aggregated_set
0837328000029	Soba Nudeln	354	10.9	67.8	1.8	nutrition.aggregated_set
0837328000050	Organic ramen noodles	347	10.5	70.8	1.2	nutrition.aggregated_set
0841165115570	Vegetable	274	6	49.6	10	nutrition.aggregated_set
0841165115587	Chicken	274	6	49.6	10.2	nutrition.aggregated_set
0842234000988	The ultimate beefless ground	126	19.5	9.2	1.7	nutrition.aggregated_set
0846656006252	Mr.Noodles beef	507	7.9	61	21.4	nutrition.aggregated_set
0846656006283	Mr Noodles Chicken	492	8.2	62.8	21.5	nutrition.aggregated_set
0846656006306	Vegetable	460	10	66	17	nutrition.aggregated_set
0850785000074	Magermilchschokolade mit Cornflkes und Guarna	534	8	57	30	nutrition.aggregated_set
0850791002000	Powdered Peanut Butter	462	46.2	38.5	11.5	nutrition.aggregated_set
0850835000726	Tee Vanilla Chai	4	0	0	0	nutrition.aggregated_set
0852403000039	Beef Flavored Pho Soup Base	333	11.1	33.3	22.2	nutrition.aggregated_set
0854263004066	Quark-Traum Pfirsich-Maracuja	80	7.1	12.2	0.2	nutrition.aggregated_set
0854693000102	Mutti, Double Concentrated Tomato Paste	94	3.1	15.6	0	nutrition.aggregated_set
0856576005044	Tru-nu	417	49.9	32.9	11.7	nutrition.aggregated_set
0857777004232	Rxbar Chocolate Sea Salt	404	23.1	44.2	15.4	nutrition.aggregated_set
0858764000282	Organic red Miso	208	8.3	33.3	4.2	nutrition.aggregated_set
0858764000299	organic white Miso	194	11.1	22.2	5.6	nutrition.aggregated_set
0858764000350	Soupe Miso	160	10.6	26.6	5.3	nutrition.aggregated_set
0858847000291	acai powder	667	0	33.3	33.3	nutrition.aggregated_set
0859082004020	Flor De Calabaza	9	0.9	1.8	0	nutrition.aggregated_set
08565347	Schinken Spicker Bunte Paprika-Lyoner	218	11	3	18	nutrition.aggregated_set
0883298617941	Seasoned seaweed	556	0	37	33.3	nutrition.aggregated_set
0884394002631	Aloe Vera King Frambuesa	46	0	11.4	0	nutrition.aggregated_set
0885175000280	Sirop ananas bubble tea	210	0	50	0	nutrition.aggregated_set
0886287000595	The Elements : Pure Coconut Water	20	0.1	5	0	nutrition.aggregated_set
0886287000632	Elements Coconut Water	21	0	5.2	0	nutrition.aggregated_set
0886518000479	Miso Soup X8 - Fried Tofu, Wakame & Green Oignon	158	10.5	21.1	5.3	nutrition.aggregated_set
0888109110109	Twinkies vanilla	364	2.6	61	11.7	nutrition.aggregated_set
0888109110161	Twinkies Banana	338	2.6	57.1	10.4	nutrition.aggregated_set
0889497641503	Juicy juice, 100% juice, apple raspberry	50	0	12.5	0	nutrition.aggregated_set
0891756000785	jalfrezi curry indian simmer sauce	89	1.3	7.9	7.9	nutrition.aggregated_set
0898216001207	Instant Misosuppe mit Seetang	139	11.1	16.1	2.8	nutrition.aggregated_set
0898999000022	Kokos Wasser	60	0	15	0	nutrition.aggregated_set
0899904001400	Pancake & Waffle Mix Buttermilk	224	7	49	0	nutrition.aggregated_set
0978469003361	Salami Pizzettis	272	12.2	24.8	13.4	nutrition.aggregated_set
0978469003385	Pizzetis Aux Fromages	314	12.1	26.8	16.8	nutrition.aggregated_set
1001462530004	Tårta Mörk Choklad	425	12	38	25	nutrition.aggregated_set
1001509090003	Lebkuchen	398	6.5	64.7	11.8	nutrition.aggregated_set
10000349	Delikatess Kochhinterschinken	103	20	1	2	nutrition.aggregated_set
10009804	Trinkschokolade	89	3.8	8.9	4.1	nutrition.aggregated_set
10057728	Dried Apricots	210	2.3	45.3	0.7	nutrition.aggregated_set
